label_path,log_path,sys_sentence,turn_slu,usr_sentence
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,You are looking for a restaurant is that right?,"defaultdict(<class 'set'>, {})",yes
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,anatolia is a great restaurant serving turkish food and it is in the moderate price range,"defaultdict(<class 'set'>, {})",anything else
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,anatolia is a great restaurant serving turkish food and it is in the moderate price range,"defaultdict(<class 'set'>, {})",start over
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,anatolia is a great restaurant serving turkish food and it is in the moderate price range,"defaultdict(<class 'set'>, {})",no that
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,anatolia is a great restaurant serving turkish food and it is in the moderate price range,"defaultdict(<class 'set'>, {})",anything else
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,anatolia is a great restaurant serving turkish food and it is in the moderate price range,"defaultdict(<class 'set'>, {})",go back
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,anatolia is a great restaurant serving turkish food and it is in the moderate price range,"defaultdict(<class 'set'>, {})",what else
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,anatolia is a great restaurant serving turkish food and it is in the moderate price range,"defaultdict(<class 'set'>, {'pricerange': {'expensive'}})",expensive
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,meze bar restaurant is a great restaurant serving turkish food and it is in the expensive price range,"defaultdict(<class 'set'>, {})",anything else
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,Can I help you with anything else?,"defaultdict(<class 'set'>, {'food': {'turkish'}})",turkish food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,meze bar restaurant is a great restaurant serving turkish food and it is in the expensive price range,"defaultdict(<class 'set'>, {'pricerange': {'moderate'}})",moderate price
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,anatolia is a great restaurant serving turkish food and it is in the moderate price range,"defaultdict(<class 'set'>, {})",anything else
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,anatolia is a great restaurant serving turkish food and it is in the moderate price range,"defaultdict(<class 'set'>, {})",address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,"Sure , anatolia is on 30 Bridge Street City Centre","defaultdict(<class 'set'>, {'area': {'south'}})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130328_152422\log.json,The phone number of anatolia is 01223 362372 .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'area': {'north'}})",i'm looking for a restaurant in the north part of can
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'polish'}})",polish food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\log.json,I'm sorry but there is no restaurant serving polish food,"defaultdict(<class 'set'>, {'food': {'italian'}})",how about italian
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\log.json,I'm sorry but there is no restaurant serving polish food,"defaultdict(<class 'set'>, {'food': {'italian'}})",what are italian food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\log.json,You are looking for a italian restaurant right?,"defaultdict(<class 'set'>, {'food': {'italian'}})",ok
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\log.json,da vinci pizzeria is a nice place in the north of town serving tasty italian food,"defaultdict(<class 'set'>, {})",what's the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\log.json,"Sure , da vinci pizzeria is on 20 Milton Road Chesterton","defaultdict(<class 'set'>, {})",and the phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_235008\log.json,The phone number of da vinci pizzeria is 01223 351707 .,"defaultdict(<class 'set'>, {})",thank you good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {})",well
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'dontcare'}})",any part
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'corsica'}})",corsica food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\log.json,I'm sorry but there is no restaurant serving corsica food,"defaultdict(<class 'set'>, {'food': {'vietnamese'}})",how about vietnamese food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\log.json,I'm sorry but there is no restaurant serving corsica food,"defaultdict(<class 'set'>, {'food': {'vietnamese'}})",vietnamese food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\log.json,thanh binh serves vietnamese food,"defaultdict(<class 'set'>, {})",what's the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\log.json,"Sure , thanh binh is on 17 Magdalene Street City Centre","defaultdict(<class 'set'>, {})",what's their phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130328_153725\log.json,The phone number of thanh binh is 01223 362456 .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140846\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140846\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {})",the that
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140846\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140846\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'south'}})",the south part of it
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140846\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140846\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",i don't care
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140846\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140846\log.json,"Would you like something in the cheap , moderate , or expensive price range?","defaultdict(<class 'set'>, {'pricerange': {'moderate'}})",moderate
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140846\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140846\log.json,pizza hut cherry hinton is a nice place in the south of town and the prices are moderate,"defaultdict(<class 'set'>, {'area': {'south'}})",what's their address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140846\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140846\log.json,"Sure , pizza hut cherry hinton is on G4 Cambridge Leisure Park Clifton Way Cherry Hinton","defaultdict(<class 'set'>, {})",thank you good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {})",please delete and
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'dontcare'}})",i don't care
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'brazilian'}})",brazilian
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\log.json,I'm sorry but there is no restaurant serving brazilian food,"defaultdict(<class 'set'>, {'food': {'korean'}})",korean
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\log.json,You are looking for a korean restaurant right?,"defaultdict(<class 'set'>, {'food': {'korean'}})",yes
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\log.json,little seoul serves korean food,"defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\log.json,little seoul is a great restaurant,"defaultdict(<class 'set'>, {})",what's their phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130328_152808\log.json,The phone number of little seoul is 01223 308681 .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130402_140739\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130402_140739\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'area': {'west'}, 'pricerange': {'cheap'}})",i am looking for a restaurant in the west part of town serving
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130402_140739\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130402_140739\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'polish'}})",polish food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130402_140739\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130402_140739\log.json,Sorry there is no polish restaurant in the west of town,"defaultdict(<class 'set'>, {'food': {'indian'}})",what about indian food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130402_140739\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130402_140739\log.json,cocum is a nice restaurant in the west of town serving indian food,"defaultdict(<class 'set'>, {})",what's the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130402_140739\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130402_140739\log.json,"Sure , cocum is on 71 Castle Street City Centre","defaultdict(<class 'set'>, {})",and the phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130402_140739\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-0fa32b1e78-20130402_140739\log.json,The phone number of cocum is 01223 366668 .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'area': {'east'}})",i'm looking for a restaurant in the east part of can
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",i don't care
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\log.json,"Would you like something in the cheap , moderate , or expensive price range?","defaultdict(<class 'set'>, {'pricerange': {'moderate', 'dontcare'}})",not area
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\log.json,Sorry would you like something in the moderate price range or you dont care,"defaultdict(<class 'set'>, {'pricerange': {'moderate'}})",moderate
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\log.json,rajmahal is a nice place in the east of town and the prices are moderate,"defaultdict(<class 'set'>, {})",anything
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\log.json,pizza hut fen ditton is a nice place in the east of town and the prices are moderate,"defaultdict(<class 'set'>, {})",what's their address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\log.json,pizza hut fen ditton is a great restaurant,"defaultdict(<class 'set'>, {})",what's their address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\log.json,"Sure , pizza hut fen ditton is on Cambridge Retail Park Newmarket Road Fen Ditton","defaultdict(<class 'set'>, {})",and the phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-0fa32b1e78-20130402_140356\log.json,The phone number of pizza hut fen ditton is 01223 323737 .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130402_141117\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130402_141117\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'moderate'}, 'area': {'north'}})",i'm looking for an moderate priced restaurant in the north part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130402_141117\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130402_141117\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",i don't care
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130402_141117\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130402_141117\log.json,the nirala is a nice place in the north of town and the prices are moderate,"defaultdict(<class 'set'>, {})",what's their phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130402_141117\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130402_141117\log.json,The phone number of the nirala is 01223 360966 .,"defaultdict(<class 'set'>, {})",and their address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130402_141117\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-0fa32b1e78-20130402_141117\log.json,"Sure , the nirala is on 7 Milton Road Chesterton","defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-09733d9e4c-20130327_123942\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-09733d9e4c-20130327_123942\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'cheap'}, 'area': {'west'}})",cheap restaurant in the west part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-09733d9e4c-20130327_123942\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-09733d9e4c-20130327_123942\log.json,la margherita is a nice restaurant in the west of town in the cheap price range,"defaultdict(<class 'set'>, {})",address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-09733d9e4c-20130327_123942\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-09733d9e4c-20130327_123942\log.json,"Sure , la margherita is on 15 Magdalene Street City Centre","defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-09733d9e4c-20130327_123942\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-09733d9e4c-20130327_123942\log.json,The phone number of la margherita is 01223 315232 .,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",type of food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-09733d9e4c-20130327_123942\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-09733d9e4c-20130327_123942\log.json,thanh binh is a nice restaurant in the west of town in the cheap price range,"defaultdict(<class 'set'>, {'area': {'west'}})",what type of food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-09733d9e4c-20130327_123942\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-09733d9e4c-20130327_123942\log.json,thanh binh serves vietnamese food,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-7e4cdce06a-20130323_130200\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-7e4cdce06a-20130323_130200\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'area': {'south'}})",i'm looking for a restaurant in the south part of town that
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-7e4cdce06a-20130323_130200\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-7e4cdce06a-20130323_130200\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'mexican'}})",mexican food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-7e4cdce06a-20130323_130200\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-7e4cdce06a-20130323_130200\log.json,chiquito restaurant bar is a nice place in the south of town serving tasty mexican food,"defaultdict(<class 'set'>, {})",what's the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-7e4cdce06a-20130323_130200\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-7e4cdce06a-20130323_130200\log.json,"Sure , chiquito restaurant bar is on 2G Cambridge Leisure Park Cherry Hinton Road Cherry Hinton","defaultdict(<class 'set'>, {})",the phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-7e4cdce06a-20130323_130200\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-7e4cdce06a-20130323_130200\log.json,The phone number of chiquito restaurant bar is 01223 400170 .,"defaultdict(<class 'set'>, {'area': {'east'}})",and the post code
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-7e4cdce06a-20130323_130200\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-7e4cdce06a-20130323_130200\log.json,"The post code of chiquito restaurant bar is C.B 1, 7 D.Y","defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-7e4cdce06a-20130323_131109\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-7e4cdce06a-20130323_131109\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'expensive'}, 'area': {'south'}})",i'm looking for a expensive restaurant in the south part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-7e4cdce06a-20130323_131109\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-7e4cdce06a-20130323_131109\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",i don't care
